QZ|ZC|0|000552
QZ|ZC|0|000723
QZ|ZC|0|000780
QZ|ZC|0|000933
QZ|ZC|0|000937
QZ|ZC|0|000968
QZ|ZC|0|000983
QZ|ZC|0|002128
QZ|ZC|1|600121
QZ|ZC|1|600123
QZ|ZC|1|600157
QZ|ZC|1|600188
QZ|ZC|1|600348
QZ|ZC|1|600395
QZ|ZC|1|600397
QZ|ZC|1|600508
QZ|ZC|1|600546
QZ|ZC|1|600740
QZ|ZC|1|600971
QZ|ZC|1|600997
QZ|ZC|1|601001
QZ|ZC|1|601088
QZ|ZC|1|601101
QZ|ZC|1|601666
QZ|ZC|1|601699
QZ|ZC|1|601898
QZ|ZC|1|601918
QS|ZN|0|000060
QS|ZN|0|000751
QS|ZN|0|000758
QS|ZN|0|002114
QS|ZN|1|600331
QS|ZN|1|600497
QS|ZN|1|600961
QS|ZN|1|601168
QS|WR|0|000709
QS|WR|0|000717
QS|WR|0|000932
QS|WR|1|600010
QS|WR|1|600022
QS|WR|1|600165
QS|WR|1|600231
QS|WR|1|600477
QS|WR|1|600569
QS|WR|1|600581
QS|WR|1|600894
QS|WR|1|601003
QS|SC|0|002554
QS|SC|0|300164
QS|SC|1|600759
QS|SC|1|600782
QS|SC|1|600803
QS|SC|1|600808
QS|SC|1|600856
QS|FU|0|000554
QS|FU|1|600028
QS|FU|1|600688
QS|FU|1|601857
QS|CU|0|000630
QS|CU|0|000878
QS|CU|0|002171
QS|CU|0|002203
QS|CU|0|002295
QS|CU|1|600139
QS|CU|1|600255
QS|CU|1|600362
QS|CU|1|600490
QS|CU|1|601137
QS|CU|1|601168
QS|CU|1|601212
QS|BU|0|002377
QS|BU|0|300103
QS|BU|0|300135
QS|BU|0|300210
QS|BU|1|600284
QS|BU|1|600339
QS|AU|0|002155
QS|AU|0|002237
QS|AU|1|600311
QS|AU|1|600385
QS|AU|1|600489
QS|AU|1|600547
QS|AU|1|600687
QS|AU|1|600766
QS|AU|1|600988
QS|AU|1|601069
QS|AU|1|601899
QD|JM|0|000159
QD|JM|0|000723
QD|JM|0|000968
QD|JM|0|000983
QD|JM|1|600281
QD|JM|1|600395
QD|JM|1|600408
QD|JM|1|600725
QD|JM|1|600740
QD|JM|1|600997
QD|JM|1|601699
QD|JM|1|601898
QD|JD|0|000735
QD|JD|0|002234
QD|JD|0|002299
QD|JD|0|002321
QD|JD|0|002458
QD|JD|0|002477
QD|J|0|000723
QD|J|1|600408
QD|J|1|600721
QD|J|1|600725
QD|J|1|600740
QD|J|1|600792
QD|J|1|601011
QD|J|1|601015
QD|C|0|002604
QD|C|1|600371
QD|C|1|600598
QD|B|0|300175
QD|B|1|600108
QD|B|1|600313
QD|A|0|300175
QD|A|1|600108
QD|A|1|600313
QZ|WH|0|000713
QZ|WH|1|600313
QZ|WH|1|600354
QZ|WH|1|600598
QZ|TA|0|000036
QZ|TA|0|000703
QZ|TA|0|002018
QZ|TA|0|002221
QZ|TA|0|002493
QZ|TA|1|600281
QZ|TA|1|601233
QZ|SR|0|000576
QZ|SR|0|000833
QZ|SR|0|000911
QZ|SR|0|002597
QZ|SR|1|600191
QZ|SR|1|600249
QZ|SR|1|600251
QZ|SR|1|600737
QZ|SM|0|002125
QZ|SM|1|600295
QZ|SM|1|600390
QZ|SF|1|600295
QZ|SF|1|601216
QZ|RS|0|000930
QZ|RS|1|600127
QZ|RS|1|600540
QZ|RM|0|000930
QZ|RM|1|600127
QZ|RM|1|600540
QZ|RI|0|000713
QZ|RI|0|000998
QZ|RI|0|300087
QZ|RI|0|300189
QZ|RI|1|600127
QZ|RI|1|600598
QZ|PM|0|000713
QZ|PM|1|600313
QZ|PM|1|600354
QZ|PM|1|600598
QZ|OI|0|000930
QZ|OI|1|600127
QZ|OI|1|600540
QZ|MA|0|000627
QZ|MA|0|000683
QZ|MA|0|000830
QZ|MA|0|000912
QZ|MA|1|600188
QZ|MA|1|600227
QZ|MA|1|600378
QZ|MA|1|600423
QZ|MA|1|600426
QZ|MA|1|600509
QZ|MA|1|600598
QZ|MA|1|600725
QZ|MA|1|600740
QZ|MA|1|601011
QZ|LR|0|000713
QZ|LR|0|000998
QZ|LR|0|300087
QZ|LR|0|300189
QZ|LR|1|600127
QZ|LR|1|600598
QZ|JR|0|000713
QZ|JR|0|000998
QZ|JR|0|300087
QZ|JR|0|300189
QZ|JR|1|600127
QZ|JR|1|600598
QZ|FG|0|000012
QZ|FG|0|002201
QZ|FG|0|002571
QZ|FG|0|002623
QZ|FG|0|300093
QZ|FG|0|300160
QZ|FG|0|300196
QZ|FG|0|300395
QZ|FG|1|600176
QZ|FG|1|600293
QZ|FG|1|600529
QZ|FG|1|600552
QZ|FG|1|600586
QZ|FG|1|600819
QZ|FG|1|600876
QZ|FG|1|601636
QZ|FG|1|603021
QZ|FG|1|603578
QZ|FG|1|603601
QZ|CF|0|000726
QZ|CF|0|000972
QZ|CF|1|600075
QZ|CF|1|600108
QZ|CF|1|600251
QZ|CF|1|600354
QZ|CF|1|600359
QZ|CF|1|600540
QS|SN|0|000960
QS|SN|1|600350
QS|SN|1|600711
QS|RU|0|000887
QS|RU|0|002211
QS|RU|0|002224
QS|RU|0|002381
QS|RU|0|300320
QS|RU|0|300478
QS|RU|0|300547
QS|RU|0|300587
QS|RU|1|601118
QS|RU|1|603033
QS|RB|0|000709
QS|RB|0|000717
QS|RB|0|000932
QS|RB|0|000959
QS|RB|0|002075
QS|RB|0|002110
QS|RB|1|600010
QS|RB|1|600022
QS|RB|1|600231
QS|RB|1|600282
QS|RB|1|600507
QS|RB|1|600569
QS|RB|1|600581
QS|RB|1|600782
QS|RB|1|600808
QS|RB|1|601003
QS|PB|0|000060
QS|PB|0|000758
QS|PB|0|002114
QS|PB|0|300068
QS|PB|1|600331
QS|PB|1|600482
QS|PB|1|600497
QS|PB|1|600531
QS|PB|1|600961
QS|PB|1|601168
QS|PB|1|601212
QS|PB|1|601311
QS|PB|1|601618
QS|NI|0|000060
QS|NI|0|000693
QS|NI|0|002340
QS|NI|0|300208
QS|NI|1|600432
QS|NI|1|600478
QS|NI|1|601600
QS|NI|1|601618
QS|NI|1|603799
QS|HC|0|000709
QS|HC|0|000898
QS|HC|0|002075
QS|HC|1|600010
QS|HC|1|600019
QS|HC|1|600022
QS|HC|1|600219
QS|HC|1|600231
QS|HC|1|600282
QS|HC|1|600569
QS|HC|1|600581
QS|HC|1|600782
QS|HC|1|601003
QS|HC|1|601005
QS|AL|0|000612
QS|AL|0|000807
QS|AL|0|002082
QS|AL|0|002160
QS|AL|0|002333
QS|AL|0|002379
QS|AL|0|002501
QS|AL|0|002540
QS|AL|0|002578
QS|AL|0|002824
QS|AL|0|300328
QS|AL|0|300337
QS|AL|0|300428
QS|AL|0|300489
QS|AL|1|600219
QS|AL|1|600595
QS|AL|1|600673
QS|AL|1|600768
QS|AL|1|600888
QS|AL|1|601388
QS|AL|1|601600
QS|AL|1|601677
QS|AG|0|000060
QS|AG|0|000603
QS|AG|0|000630
QS|AG|0|002237
QS|AG|0|002716
QS|AG|1|600362
QS|AG|1|600489
QS|AG|1|600497
QS|AG|1|600531
QS|AG|1|600547
QS|AG|1|601168
QS|AG|1|601212
QS|AG|1|601899
QD|Y|0|000893
QD|Y|1|600095
QD|V|0|000510
QD|V|0|000635
QD|V|0|002092
QD|V|0|002386
QD|V|1|600075
QD|V|1|600277
QD|V|1|600281
QD|V|1|600319
QD|V|1|600618
QD|PP|0|002221
QD|PP|0|002324
QD|PP|0|002389
QD|PP|1|600387
QD|PP|1|601208
QD|P|0|000639
QD|P|0|000893
QD|P|0|000930
QD|P|1|600095
QD|P|1|600127
QD|P|1|600201
QD|P|1|600225
QD|P|1|600737
QD|M|0|000893
QD|M|1|600095
QD|L|0|000859
QD|L|0|000973
QD|L|1|600074
QD|I|0|000409
QD|I|0|000629
QD|I|0|000655
QD|I|0|000762
QD|I|1|600117
QD|I|1|600382
QD|I|1|600408
QD|I|1|600507
QD|I|1|600532
QD|I|1|600784
QD|I|1|600882
QD|I|1|601969
QD|FB|0|000592
QD|FB|0|002043
QD|FB|1|601996
